episode,excitation_0,excitation_1,force_0,force_1,marker_x,marker_y,marker_z,policy_action_0,policy_action_1,reward,step,target_x,target_y,target_z,terminated,time,tracking_error,truncated
7,0.08987542986869812,0.2555733323097229,1.6829849481582642,5.225989818572998,-0.1582069993019104,0.0,0.0,-0.8202491402626038,-0.4888533353805542,5.0,4,-0.15982699394226074,0.0,0.0,True,3783.52,0.001619,False
8,0.9439601302146912,0.0330815315246582,16.863054275512695,2.677778959274292,-0.036699000746011734,0.0,0.0,0.8879202604293823,-0.9338369369506836,0.6622991924338342,0,-0.07739699631929398,0.0,0.0,False,3783.64,0.040697,False
8,0.05028781294822693,0.7236180901527405,1.0404870510101318,14.437630653381348,-0.059679001569747925,0.0,0.0,-0.8994243741035461,0.44723618030548096,0.4298967048661708,1,-0.07739699631929398,0.0,0.0,False,3783.7,0.017717,False
8,0.324207603931427,0.03817188739776611,5.875310897827148,1.3722779750823975,-0.0704059973359108,0.0,0.0,-0.351584792137146,-0.9236562252044678,5.0,2,-0.07739699631929398,0.0,0.0,True,3783.76,0.00699,False
9,0.9641565084457397,0.026536256074905396,17.219196319580078,2.5946590900421143,-0.03683900088071823,0.0,0.0,0.9283130168914795,-0.9469274878501892,0.5633771296582221,0,-0.18914900720119476,0.0,0.0,False,3783.88,0.152309,False
9,0.7899359464645386,0.12147489190101624,12.82504940032959,5.403168201446533,-0.11539400368928909,0.0,0.0,0.5798718929290771,-0.7570502161979675,1.4610039195612072,1,-0.18914900720119476,0.0,0.0,False,3783.94,0.073755,False
9,0.04365941882133484,0.7364001870155334,0.2586910128593445,15.342500686645508,-0.1614619940519333,0.0,0.0,-0.9126811623573303,0.4728003740310669,0.8774107971410751,2,-0.18914900720119476,0.0,0.0,False,3784.0,0.027687,False
9,0.1529507339000702,0.09423333406448364,2.484621047973633,2.459059953689575,-0.17916299402713776,0.0,0.0,-0.6940985321998596,-0.8115333318710327,5.0,3,-0.18914900720119476,0.0,0.0,True,3784.06,0.009986,False
10,0.9503734707832336,0.030536293983459473,16.982149124145508,2.636046886444092,-0.036184001713991165,0.0,0.0,0.9007469415664673,-0.938927412033081,0.618016666454792,0,-0.12077199667692184,0.0,0.0,False,3784.18,0.084588,False
10,0.2539040446281433,0.26823854446411133,3.645627975463867,6.797224044799805,-0.08610200136899948,0.0,0.0,-0.4921919107437134,-0.46352291107177734,0.9452934081578254,1,-0.12077199667692184,0.0,0.0,False,3784.24,0.03467,False
10,0.10560682415962219,0.495691180229187,1.9410879611968994,10.084872245788574,-0.10600800067186356,0.0,0.0,-0.7887863516807556,-0.008617639541625977,0.37870826065665486,2,-0.12077199667692184,0.0,0.0,False,3784.3,0.014764,False
10,0.21652013063430786,0.05766516923904419,3.8546669483184814,1.6290390491485596,-0.11671199649572372,0.0,0.0,-0.5669597387313843,-0.8846696615219116,5.0,3,-0.12077199667692184,0.0,0.0,True,3784.36,0.00406,False
11,0.020266592502593994,0.9830917119979858,2.5503220558166504,17.516843795776367,0.0399320013821125,0.0,0.0,-0.959466814994812,0.9661834239959717,0.5792558999743466,0,0.21282300353050232,0.0,0.0,False,3784.48,0.172891,False
11,0.03286600112915039,0.9615098237991333,4.266242027282715,15.621274948120117,0.13105300068855286,0.0,0.0,-0.9342679977416992,0.9230196475982666,1.695301844573673,1,0.21282300353050232,0.0,0.0,False,3784.54,0.08177,False
11,0.7370352149009705,0.03051745891571045,15.783927917480469,0.43287399411201477,0.1924010068178177,0.0,0.0,0.4740704298019409,-0.9389650821685791,1.1838512324218748,2,0.21282300353050232,0.0,0.0,False,3784.6,0.020422,False
11,0.17765522003173828,0.055720120668411255,4.037063121795654,0.6304439902305603,0.21347099542617798,0.0,0.0,-0.6446895599365234,-0.8885597586631775,5.0,3,0.21282300353050232,0.0,0.0,True,3784.66,0.000648,False
12,0.9523588418960571,0.032367825508117676,16.996929168701172,2.697603940963745,-0.038210999220609665,0.0,0.0,0.9047176837921143,-0.9352643489837646,0.6086819953250886,0,-0.14890600740909576,0.0,0.0,False,3784.78,0.110695,False
12,0.5003432035446167,0.20551910996437073,7.87119197845459,6.246054172515869,-0.10128100216388702,0.0,0.0,0.0006864070892333984,-0.5889617800712585,1.188320967131853,1,-0.14890600740909576,0.0,0.0,False,3784.84,0.047625,False
12,0.08071744441986084,0.7619841694831848,1.5802589654922485,15.273773193359375,-0.1269190013408661,0.0,0.0,-0.8385651111602783,0.5239683389663696,0.4821320524718165,2,-0.14890600740909576,0.0,0.0,False,3784.9,0.021987,False
12,0.317057341337204,0.03606012463569641,5.693718910217285,1.3686310052871704,-0.1391579955816269,0.0,0.0,-0.36588531732559204,-0.9278797507286072,5.0,3,-0.14890600740909576,0.0,0.0,True,3784.96,0.009748,False
13,0.9640247821807861,0.026547014713287354,17.2177734375,2.5936620235443115,-0.03675999864935875,0.0,0.0,0.9280495643615723,-0.9469059705734253,0.5629830524430277,0,-0.1887589991092682,0.0,0.0,False,3785.08,0.151999,False
13,0.787824273109436,0.12212225794792175,12.789807319641113,5.40912389755249,-0.11517199873924255,0.0,0.0,0.5756485462188721,-0.7557554841041565,1.4584295051610765,1,-0.1887589991092682,0.0,0.0,False,3785.14,0.073587,False
13,0.04386815428733826,0.7369322776794434,0.2686370015144348,15.347372055053711,-0.16105300188064575,0.0,0.0,-0.9122636914253235,0.4738645553588867,0.8737194940104485,2,-0.1887589991092682,0.0,0.0,False,3785.2,0.027706,False
13,0.1547546088695526,0.09323501586914062,2.5186610221862793,2.441132068634033,-0.178724005818367,0.0,0.0,-0.6904907822608948,-0.8135299682617188,0.3351610526761412,3,-0.1887589991092682,0.0,0.0,False,3785.26,0.010035,False
13,0.07474148273468018,0.15039902925491333,1.2457760572433472,3.25703501701355,-0.19002999365329742,0.0,0.0,-0.8505170345306396,-0.6992019414901733,5.0,4,-0.1887589991092682,0.0,0.0,True,3785.32,0.001271,False
14,0.9556025266647339,0.031430453062057495,17.069564819335938,2.6710948944091797,-0.036981001496315,0.0,0.0,0.9112050533294678,-0.937139093875885,0.5904456794815066,0,-0.15753799676895142,0.0,0.0,False,3785.44,0.120557,False
14,0.5805156826972961,0.18066498637199402,9.247479438781738,5.976133823394775,-0.10411400347948074,0.0,0.0,0.16103136539459229,-0.638670027256012,1.2610964718148707,1,-0.15753799676895142,0.0,0.0,False,3785.5,0.053424,False
14,0.06236317753791809,0.8011654615402222,1.176463007926941,16.0941104888916,-0.1330849975347519,0.0,0.0,-0.8752736449241638,0.6023309230804443,0.5445339335871936,2,-0.15753799676895142,0.0,0.0,False,3785.56,0.024453,False
14,0.31398192048072815,0.037759631872177124,5.6162519454956055,1.4185789823532104,-0.1460449993610382,0.0,0.0,-0.3720361590385437,-0.9244807362556458,0.23684253379476067,3,-0.15753799676895142,0.0,0.0,False,3785.62,0.011493,False
14,0.08968031406402588,0.2528003454208374,1.6755340099334717,5.174079895019531,-0.15597499907016754,0.0,0.0,-0.8206393718719482,-0.4943993091583252,5.0,4,-0.15753799676895142,0.0,0.0,True,3785.68,0.001563,False
15,0.03601756691932678,0.9677425622940063,2.788105010986328,17.287097930908203,0.037987999618053436,0.0,0.0,-0.9279648661613464,0.9354851245880127,0.6672171165223122,0,0.09318699687719345,0.0,0.0,False,3785.8,0.055198,False
15,0.381195992231369,0.0804910659790039,8.452359199523926,0.7813829779624939,0.07735799998044968,0.0,0.0,-0.23760801553726196,-0.8390178680419922,0.7572169112870694,1,0.09318699687719345,0.0,0.0,False,3785.86,0.015829,False
15,0.20406576991081238,0.09800779819488525,4.445182800292969,1.596289038658142,0.09371499717235565,0.0,0.0,-0.5918684601783752,-0.8039844036102295,5.0,2,0.09318699687719345,0.0,0.0,True,3785.92,0.000529,False
16,0.03234374523162842,0.9700976610183716,2.7167959213256836,17.33203125,0.03731299936771393,0.0,0.0,-0.9353125095367432,0.9401953220367432,0.6436457657833099,0,0.11315599828958511,0.0,0.0,False,3786.04,0.075843,False
16,0.14573678374290466,0.16463717818260193,4.453092098236084,1.7543870210647583,0.08968900144100189,0.0,0.0,-0.7085264325141907,-0.6707256436347961,1.004898871957302,1,0.11315599828958511,0.0,0.0,False,3786.1,0.023466,False
16,0.5547088384628296,0.06859582662582397,11.12895679473877,1.3371360301971436,0.10834400355815887,0.0,0.0,0.10941767692565918,-0.862808346748352,5.0,2,0.11315599828958511,0.0,0.0,True,3786.16,0.004811,False
17,0.021459370851516724,0.9818829298019409,2.5569961071014404,17.509849548339844,0.03886000066995621,0.0,0.0,-0.9570812582969666,0.9637658596038818,0.5765885999417307,0,0.2044840008020401,0.0,0.0,False,3786.28,0.165625,False
17,0.03468957543373108,0.9416390657424927,4.2422099113464355,15.28436279296875,0.1286730021238327,0.0,0.0,-0.9306208491325378,0.8832781314849854,1.6760759717362481,1,0.2044840008020401,0.0,0.0,False,3786.34,0.075812,False
17,0.800322413444519,0.025075256824493408,16.85360336303711,0.34564998745918274,0.18572700023651123,0.0,0.0,0.6006448268890381,-0.9498494863510132,1.1003285978488926,2,0.2044840008020401,0.0,0.0,False,3786.4,0.018757,False
17,0.11102116107940674,0.07068619132041931,2.7434849739074707,0.8906620144844055,0.20521500706672668,0.0,0.0,-0.7779576778411865,-0.8586276173591614,5.0,3,0.2044840008020401,0.0,0.0,True,3786.46,0.000731,False
18,0.9609225988388062,0.028766989707946777,17.140335083007812,2.653455972671509,-0.03877900168299675,0.0,0.0,0.9218451976776123,-0.9424660205841064,0.5844058433055874,0,-0.18370899558067322,0.0,0.0,False,3786.58,0.14493,False
18,0.7472134828567505,0.1385917365550995,12.09296989440918,5.623134136199951,-0.1152620017528534,0.0,0.0,0.494426965713501,-0.722816526889801,1.4266359784011844,1,-0.18370899558067322,0.0,0.0,False,3786.64,0.068447,False
18,0.043720752000808716,0.7923086285591125,0.47216200828552246,16.248424530029297,-0.15601499378681183,0.0,0.0,-0.9125584959983826,0.5846172571182251,0.7724355958733558,2,-0.18370899558067322,0.0,0.0,False,3786.7,0.027694,False
18,0.2228379249572754,0.061684250831604004,3.808777093887329,1.8816670179367065,-0.17257599532604218,0.0,0.0,-0.5543241500854492,-0.876631498336792,0.3102430882851481,3,-0.18370899558067322,0.0,0.0,False,3786.76,0.011133,False
18,0.0635596215724945,0.1684947907924652,1.0352989435195923,3.6057889461517334,-0.1844799965620041,0.0,0.0,-0.872880756855011,-0.6630104184150696,5.0,4,-0.18370899558067322,0.0,0.0,True,3786.82,0.000771,False
19,0.9614471197128296,0.028403490781784058,17.166488647460938,2.630523920059204,-0.037365999072790146,0.0,0.0,0.9228942394256592,-0.9431930184364319,0.5723616508021353,0,-0.1830420047044754,0.0,0.0,False,3786.94,0.145676,False
19,0.7527443170547485,0.1345878541469574,12.193778038024902,5.552865028381348,-0.11384499818086624,0.0,0.0,0.5054886341094971,-0.7308242917060852,1.4256503804759981,1,-0.1830420047044754,0.0,0.0,False,3787.0,0.069197,False
19,0.043880462646484375,0.7796087265014648,0.43976399302482605,16.030019760131836,-0.1553640067577362,0.0,0.0,-0.9122390747070312,0.5592174530029297,0.7876336883087157,2,-0.1830420047044754,0.0,0.0,False,3787.06,0.027678,False
19,0.21045538783073425,0.06629538536071777,3.573056936264038,1.9619580507278442,-0.1721239984035492,0.0,0.0,-0.5790892243385315,-0.8674092292785645,0.31475181886029246,3,-0.1830420047044754,0.0,0.0,False,3787.12,0.010918,False
19,0.06416136026382446,0.15924596786499023,1.034127950668335,3.4340178966522217,-0.184128999710083,0.0,0.0,-0.8716772794723511,-0.6815080642700195,5.0,4,-0.1830420047044754,0.0,0.0,True,3787.18,0.001087,False
20,0.03139957785606384,0.9714289903640747,2.7171950340270996,17.33937644958496,0.03857500106096268,0.0,0.0,-0.9372008442878723,0.9428579807281494,0.6503880564689637,0,0.11910499632358551,0.0,0.0,False,3787.3,0.08053,False
20,0.12237027287483215,0.19346556067466736,4.115383148193359,2.2013330459594727,0.0935479998588562,0.0,0.0,-0.7552594542503357,-0.6130688786506653,1.053631671759367,1,0.11910499632358551,0.0,0.0,False,3787.36,0.025557,False
20,0.6274329423904419,0.0561557412147522,12.488397598266602,1.1833750009536743,0.11198300123214722,0.0,0.0,0.2548658847808838,-0.8876885175704956,5.0,2,0.11910499632358551,0.0,0.0,True,3787.42,0.007122,False
21,0.02095964550971985,0.9823100566864014,2.5512640476226807,17.514129638671875,0.03907899931073189,0.0,0.0,-0.9580807089805603,0.9646201133728027,0.5755437144947055,0,0.20797400176525116,0.0,0.0,False,3787.54,0.168895,False
21,0.03366228938102722,0.95280921459198,4.251779079437256,15.47765064239502,0.12949199974536896,0.0,0.0,-0.9326754212379456,0.90561842918396,1.684918736692286,1,0.20797400176525116,0.0,0.0,False,3787.6,0.078481,False
21,0.7740163207054138,0.02742093801498413,16.41275405883789,0.38400998711586,0.18845899403095245,0.0,0.0,0.5480326414108276,-0.9451581239700317,1.1374598504829403,2,0.20797400176525116,0.0,0.0,False,3787.66,0.019515,False
21,0.13490605354309082,0.06281682848930359,3.2124550342559814,0.7420030236244202,0.2087859958410263,0.0,0.0,-0.7301878929138184,-0.8743663430213928,5.0,3,0.20797400176525116,0.0,0.0,True,3787.72,0.000812,False
22,0.9496113657951355,0.03119388222694397,16.944761276245117,2.6713430881500244,-0.03820599988102913,0.0,0.0,0.899222731590271,-0.9376122355461121,0.6388273173623086,0,-0.11808300018310547,0.0,0.0,False,3787.84,0.079877,False
22,0.20499756932258606,0.30162203311920166,2.8338708877563477,7.298521041870117,-0.0853400006890297,0.0,0.0,-0.5900048613548279,-0.3967559337615967,0.8928292959587575,1,-0.11808300018310547,0.0,0.0,False,3787.9,0.032742,False
22,0.10640433430671692,0.4276050925254822,1.924649953842163,8.755538940429688,-0.10389000177383423,0.0,0.0,-0.7871913313865662,-0.14478981494903564,0.35270399817991255,2,-0.11808300018310547,0.0,0.0,False,3787.96,0.014192,False
22,0.2060893476009369,0.06304880976676941,3.6576850414276123,1.7250779867172241,-0.11475999653339386,0.0,0.0,-0.5878213047981262,-0.8739023804664612,5.0,3,-0.11808300018310547,0.0,0.0,True,3788.02,0.003322,False
23,0.02684280276298523,0.9770346879959106,2.6535770893096924,17.423973083496094,0.03939799964427948,0.0,0.0,-0.9463143944740295,0.9540693759918213,0.620340040611744,0,0.16124099493026733,0.0,0.0,False,3788.14,0.121843,False
23,0.051896750926971436,0.5378836989402771,3.6453449726104736,8.150263786315918,0.11187200248241425,0.0,0.0,-0.8962064981460571,0.0757673978805542,1.3701703727997543,1,0.16124099493026733,0.0,0.0,False,3788.2,0.049368,False
23,0.7858625650405884,0.01978999376296997,15.904430389404297,0.20862099528312683,0.1458359956741333,0.0,0.0,0.5717251300811768,-0.9604200124740601,0.6517678690063953,2,0.16124099493026733,0.0,0.0,False,3788.26,0.015405,False
23,0.04438674449920654,0.3227846622467041,1.6400790214538574,5.7033491134643555,0.1617860049009323,0.0,0.0,-0.9112265110015869,-0.3544306755065918,5.0,3,0.16124099493026733,0.0,0.0,True,3788.32,0.000545,False
24,0.028450310230255127,0.9745672941207886,2.648437976837158,17.411914825439453,0.03691000118851662,0.0,0.0,-0.9430993795394897,0.9491345882415771,0.614557817159653,0,0.14215900003910065,0.0,0.0,False,3788.44,0.105249,False
24,0.06363311409950256,0.4125237464904785,3.5492630004882812,5.973875045776367,0.1028980016708374,0.0,0.0,-0.8727337718009949,-0.17495250701904297,1.2544260972630974,1,0.14215900003910065,0.0,0.0,False,3788.5,0.03926,False
24,0.7937655448913574,0.02400842308998108,15.81516170501709,0.5403169989585876,0.1284639984369278,0.0,0.0,0.5875310897827148,-0.9519831538200378,0.4872979312667848,2,0.14215900003910065,0.0,0.0,False,3788.56,0.013694,False
24,0.035923391580581665,0.4614884853363037,1.618175983428955,8.330061912536621,0.144213005900383,0.0,0.0,-0.9281532168388367,-0.07702302932739258,5.0,3,0.14215900003910065,0.0,0.0,True,3788.62,0.002054,False
25,0.9685297608375549,0.024927735328674316,17.25836181640625,2.6107890605926514,-0.03996200114488602,0.0,0.0,0.9370595216751099,-0.9501445293426514,0.5819175894808769,0,-0.20214200019836426,0.0,0.0,False,3788.74,0.16218,False
25,0.8482304811477661,0.10237866640090942,13.784497261047363,5.227685928344727,-0.12285800278186798,0.0,0.0,0.6964609622955322,-0.7952426671981812,1.5394327647723853,1,-0.20214200019836426,0.0,0.0,False,3788.8,0.079284,False
25,0.041776031255722046,0.7164974212646484,0.03183700144290924,15.133631706237793,-0.1748030036687851,0.0,0.0,-0.9164479374885559,0.4329948425292969,0.9932354691133498,2,-0.20214200019836426,0.0,0.0,False,3788.86,0.027339,False
25,0.09963628649711609,0.13193735480308533,1.4832849502563477,3.1481869220733643,-0.1935330033302307,0.0,0.0,-0.8007274270057678,-0.7361252903938293,5.0,3,-0.20214200019836426,0.0,0.0,True,3788.92,0.008609,False
26,0.9823869466781616,0.018650740385055542,17.52361488342285,2.4971389770507812,-0.03808800131082535,0.0,0.0,0.9647738933563232,-0.9626985192298889,0.5432912796750067,0,-0.2321140021085739,0.0,0.0,False,3789.04,0.194026,False
26,0.9634060859680176,0.04022616147994995,15.686394691467285,4.386250019073486,-0.12846699357032776,0.0,0.0,0.9268121719360352,-0.9195476770401001,1.65881391583451,1,-0.2321140021085739,0.0,0.0,False,3789.1,0.103647,False
26,0.1518530249595642,0.5895028710365295,1.417598009109497,13.409520149230957,-0.2000340074300766,0.0,0.0,-0.6962939500808716,0.17900574207305908,1.3745790333566663,2,-0.2321140021085739,0.0,0.0,False,3789.16,0.032079,False
26,0.04546085000038147,0.5608834028244019,0.8807590007781982,11.246126174926758,-0.21952399611473083,0.0,0.0,-0.9090782999992371,0.12176680564880371,0.37367815928958364,3,-0.2321140021085739,0.0,0.0,False,3789.22,0.01259,False
26,0.2415159046649933,0.039399802684783936,4.361787796020508,1.256525993347168,-0.22842499613761902,0.0,0.0,-0.5169681906700134,-0.9212003946304321,5.0,4,-0.2321140021085739,0.0,0.0,True,3789.28,0.003689,False
27,0.947725772857666,0.03048202395439148,16.932483673095703,2.6316730976104736,-0.036281000822782516,0.0,0.0,0.895451545715332,-0.939035952091217,0.6501379803133012,0,-0.08845700323581696,0.0,0.0,False,3789.4,0.052175,False
27,0.07381567358970642,0.5815509557723999,1.1397780179977417,11.967555046081543,-0.06611999869346619,0.0,0.0,-0.8523686528205872,0.1631019115447998,0.5622841588478088,1,-0.08845700323581696,0.0,0.0,False,3789.46,0.022337,False
27,0.21339720487594604,0.07219207286834717,3.7116849422454834,2.0000998973846436,-0.08023399859666824,0.0,0.0,-0.5732055902481079,-0.8556158542633057,5.0,2,-0.08845700323581696,0.0,0.0,True,3789.52,0.008223,False
28,0.02689090371131897,0.9769647121429443,2.6564180850982666,17.42069435119629,0.03956900164484978,0.0,0.0,-0.9462181925773621,0.9539294242858887,0.6223192538576123,0,0.16079600155353546,0.0,0.0,False,3789.64,0.121227,False
28,0.052366018295288086,0.5326332449913025,3.6434121131896973,8.056573867797852,0.11185900121927261,0.0,0.0,-0.8952679634094238,0.06526648998260498,1.3670472793077229,1,0.16079600155353546,0.0,0.0,False,3789.7,0.048937,False
28,0.7872079610824585,0.019845396280288696,15.920295715332031,0.22077099978923798,0.14548799395561218,0.0,0.0,0.574415922164917,-0.9603092074394226,0.6452950171978473,2,0.16079600155353546,0.0,0.0,False,3789.76,0.015308,False
28,0.043780505657196045,0.3298864960670471,1.6370550394058228,5.83628511428833,0.16147500276565552,0.0,0.0,-0.9124389886856079,-0.34022700786590576,5.0,3,0.16079600155353546,0.0,0.0,True,3789.82,0.000679,False
29,0.9487482309341431,0.031579285860061646,16.92452621459961,2.6820240020751953,-0.03862699866294861,0.0,0.0,0.8974964618682861,-0.9368414282798767,0.6384918143634795,0,-0.12179400026798248,0.0,0.0,False,3789.94,0.083167,False
29,0.23684534430503845,0.2844942510128021,3.360131025314331,7.0666608810424805,-0.08782099932432175,0.0,0.0,-0.5263093113899231,-0.43101149797439575,0.9318940551505092,1,-0.12179400026798248,0.0,0.0,False,3790.0,0.033974,False
29,0.10385346412658691,0.48021483421325684,1.9158589839935303,9.765506744384766,-0.10689499974250793,0.0,0.0,-0.7922930717468262,-0.03957033157348633,0.3622950146908163,2,-0.12179400026798248,0.0,0.0,False,3790.06,0.014899,False
29,0.21968653798103333,0.056823402643203735,3.9162230491638184,1.6139750480651855,-0.11751499772071838,0.0,0.0,-0.5606269240379333,-0.8863531947135925,5.0,3,-0.12179400026798248,0.0,0.0,True,3790.12,0.004279,False
